Protein,Coefficient,Abs_Coefficient
Q9Y5H1,-1.0175926353052287,1.0175926353052287
F6XDC4,0.3163842371910021,0.3163842371910021
A0A1W2PNZ3,-0.30883710272361814,0.30883710272361814
E7EVM0,0.2768539967557934,0.2768539967557934
O94823,0.24474977848521173,0.24474977848521173
H0YBY1,0.21566547403616027,0.21566547403616027
A0A6Q8PGG9,0.21303799287686123,0.21303799287686123
O75150,-0.20221230858439368,0.20221230858439368
A0A0G2JM25,-0.14386496352104383,0.14386496352104383
Q9UHC1,-0.11663263423168656,0.11663263423168656
O15056,0.11022235160836374,0.11022235160836374
P78386,-0.10812204052015818,0.10812204052015818
O60658,-0.10593847723729827,0.10593847723729827
A0A0A0MRY4,0.09715348074457558,0.09715348074457558
E7EX59,0.08610952735633227,0.08610952735633227
H0YDS0,0.08485447401157797,0.08485447401157797
C9K029,0.08306038791539237,0.08306038791539237
J3QR65,0.08124723086862032,0.08124723086862032
Q03591,0.07771315873217227,0.07771315873217227
H3BND4,-0.07672390732547969,0.07672390732547969
H7BYU6,0.06951874998485857,0.06951874998485857
B8ZZQ2,0.06729937300604094,0.06729937300604094
E7EVW7,-0.0634524677244951,0.0634524677244951
O75145,-0.05577299329169763,0.05577299329169763
Q9NP86,-0.05075189222834965,0.05075189222834965
G3V1D0,0.048506670604134355,0.048506670604134355
Q3MJ40,0.04090626481741601,0.04090626481741601
F5H658,-0.03462690882093042,0.03462690882093042
Q5JQC9,0.03201032568944292,0.03201032568944292
Q96HY7,-0.029535780008823356,0.029535780008823356
Q5TZA2,-0.02872087848143215,0.02872087848143215
A0A075B7B8,0.02832274685445427,0.02832274685445427
Q8HWS3,0.027598782766648015,0.027598782766648015
Q6P0N6,0.023255305902660017,0.023255305902660017
P20851,-0.0052048656963532775,0.0052048656963532775
P23142,0.0014911306546900886,0.0014911306546900886
