Protein,logFC,AveExpr,t,P.Value,adj.P.Val,B
O43293,-0.47887543265876414,-0.24546291904536618,-0.8537864447625769,0.40608977746696295,0.9709452219668305,-4.5991682102279094
A0A5H1ZRP9,-0.3211134477378552,3.8109105379868415,-0.8535525396320776,0.40621552641176584,0.9709452219668305,-4.5991739575713115
Q8N371,-0.36694359884570016,2.615226273525739,-0.8530830963373607,0.40646797924829303,0.9709452219668305,-4.599185488464387
Q9UJP4,-0.4132897943580387,4.327522034979662,-0.8526179455131101,0.40671822511519085,0.9709452219668305,-4.599196908760105
C9J685,-0.42719603217591806,0.8881676364049105,-0.852517098236765,0.4067724931180575,0.9709452219668305,-4.599199384065606
A0A7I2V381,0.661128115431447,-1.9798863991208864,0.8525056298593539,0.40677866478927127,0.9709452219668305,-4.599199665542663
C9JYY6,-0.4441618958055593,1.7720509851871142,-0.85157130440189,0.4072816751650524,0.9709452219668305,-4.599222586900051
Q7Z478,-0.6053519169555233,-2.3730363664497136,-0.8513023781149617,0.407426531766351,0.9709452219668305,-4.599229180493873
P0DH78,-0.4567823979496084,1.759195793385457,-0.8509637870485118,0.4076089611199867,0.9709452219668305,-4.599237479698673
F5H3Z5,-0.6603652606812198,-0.733802033739192,-0.8499352982998958,0.40816342796924654,0.9709452219668305,-4.599262672262518
D6RA66,1.3751346599305188,-3.3721742058471045,0.8493934548388535,0.4084557386267511,0.9709452219668305,-4.599275934453377
Q8NDI1,-0.6026285037127315,1.6550331107149638,-0.8490163756908511,0.40865924391931985,0.9709452219668305,-4.599285159739229
A0A2R8Y586,-0.42786389812037573,0.9615866772033512,-0.848998783687693,0.4086687397397867,0.9709452219668305,-4.599285590047003
Q8N7X0,-0.47695525585053566,0.8703131171838144,-0.8485542665686965,0.40890872928681066,0.9709452219668305,-4.599296460676048
A0A0A6YYJ5,-0.434647307196558,1.6406800553318541,-0.8484736587608595,0.40895225835486726,0.9709452219668305,-4.599298431429155
Q1ZZU3,-0.5280161340773382,-2.084876028306782,-0.8484166256077603,0.4089830586894455,0.9709452219668305,-4.599299825719976
E7ET76,-0.6201612096381957,-1.2562512350368296,-0.8481076343638888,0.40914995348957417,0.9709452219668305,-4.599307378288888
Q96QE3,-0.5596556436927436,-0.041949860935430634,-0.8471789170791275,0.4096518474471986,0.9709452219668305,-4.5993300649160895
A0A087WTD7,-0.5629919268454127,-1.7955536514290449,-0.8463150641129633,0.4101190484017607,0.9709452219668305,-4.599351148583156
Q86W92,-0.554457548255037,-1.1396109798427716,-0.8450216329808329,0.41081922964817175,0.9709452219668305,-4.599382683482863
P00519,0.9055190236049935,-3.959908876500088,0.8443340053347096,0.41119178466561235,0.9709452219668305,-4.599399432141415
Q86VS8,-0.9007683282546339,-2.678148031990459,-0.8433691331549564,0.41171492130170084,0.9709452219668305,-4.599422914644619
Q14C86,-0.4882588795621896,-0.13966740691373714,-0.8431507223809943,0.41183339991914447,0.9709452219668305,-4.5994282271118365
A0A7I2PK40,-0.5969379647325552,-2.361061983088,-0.8430473272461024,0.4118894951558306,0.9709452219668305,-4.599430741623309
A0A0A0MTL7,-0.4211531406836989,0.8758600953705379,-0.8425399198133677,0.4121648523857069,0.9709452219668305,-4.599443077781071
Q6XZF7,-0.4772318392762007,3.027892551822035,-0.8424534313375736,0.41221179945623365,0.9709452219668305,-4.59944517988633
C9JBW0,-0.3991899105370492,0.9247370156468075,-0.842162861437667,0.41236955007602827,0.9709452219668305,-4.599452240887003
Q9Y4E6,-0.4360788841168466,-0.06495713430968086,-0.8419337092265414,0.412493984698728,0.9709452219668305,-4.599457807981133
Q7RTP6,-0.504064931494864,1.015644236251057,-0.8411247604343054,0.41293345683560845,0.9709452219668305,-4.599477450783441
Q9Y5G6,0.3715313886202766,0.6128370316955499,0.8409942100198404,0.4130044086109963,0.9709452219668305,-4.5994806193257975
Q5XX13,-0.4210927172233929,2.080222079890625,-0.8408460079539248,0.413084963348226,0.9709452219668305,-4.599484215790521
A0A0C4DG03,-0.47279698789316016,0.5661771031100427,-0.8408136870157944,0.4131025326433354,0.9709452219668305,-4.599485000062732
B8ZZN3,-0.661130275190847,4.049741160200514,-0.8399124837315676,0.4135926122099396,0.9709452219668305,-4.599506857815639
Q92624,-0.4712499419689713,-2.1527794041058677,-0.8398437825371248,0.4136299878156441,0.9709452219668305,-4.599508523293904
A0A0U1RQI6,-0.46245462832328266,1.0492761443528091,-0.8391530763373731,0.41400587564662206,0.9709452219668305,-4.599525261349144
K7ESM5,-0.39070340936884695,0.5791619676540183,-0.8371147564499529,0.41511643896128814,0.9709452219668305,-4.599574589769958
E9PHK0,-0.424450570235071,-0.577326504169634,-0.8370983728485085,0.4151253732690433,0.9709452219668305,-4.599574985857939
A9Z1Z3,-0.39995189143434384,2.198491741725738,-0.8368148159911891,0.4152800222996246,0.9709452219668305,-4.599581840073643
A0A8I5QJI3,-0.7727745938156017,-3.045301762979375,-0.8350000063665727,0.4162706859516596,0.9709452219668305,-4.599625662429536
P08572,-0.4226873759944725,1.730822269134993,-0.834755707700348,0.41640415995548363,0.9709452219668305,-4.599631555485444
G9CGD6,-0.5401584354102829,-5.625060620212106,-0.8335752207174801,0.41704951657833567,0.9709452219668305,-4.599660011373153
J3KTQ0,-0.6023777946784379,-3.862577428357103,-0.8332077579776739,0.41725053569685144,0.9709452219668305,-4.599668862298201
Q9P2D3,-0.4157668083052659,3.853093938332913,-0.8331241467972809,0.417296283638095,0.9709452219668305,-4.599670875752777
K7ESM7,-0.5362369365696306,-1.0715252020437993,-0.8329151224177317,0.4174106657396792,0.9709452219668305,-4.599675908567094
A0A8I5KSE4,-0.42256093737468703,3.4340021200435267,-0.8320836691637664,0.4178658535672858,0.9709452219668305,-4.5996959175878835
A0A0U1RQQ9,-0.3728450277665041,3.8969882160763523,-0.831571396685316,0.418146462315797,0.9709452219668305,-4.599708237196853
Q9Y2H9,-0.523597869027048,2.1934556570465236,-0.8315561522205771,0.4181548146801076,0.9709452219668305,-4.599708603713174
A0A3B3IRW7,0.6793649969079985,-3.108203717905378,0.8308661507421324,0.41853297590190497,0.9709452219668305,-4.5997251872686515
Q13574,-0.4041599995984088,0.49557191470779627,-0.8303088425893634,0.41883857472476815,0.9709452219668305,-4.599738573283707
A0A3B3ITF7,-0.4326469763207963,2.3383264401111887,-0.8299629529307075,0.41902831512279104,0.9709452219668305,-4.599746877460047
D6RIS7,-0.4464336407668149,0.9723893059388382,-0.829598554927773,0.4192282684630537,0.9709452219668305,-4.599755622866541
A0A8I5KVU2,-0.36273257810643766,4.792588380209623,-0.8293377785629867,0.41937140011210117,0.9709452219668305,-4.599761879428673
A0A7P0TAQ3,-0.39425650407237844,3.579827866512942,-0.827540766055984,0.4203585793968859,0.9709452219668305,-4.599804948833529
A0A7P0T9C8,-0.3942565039945367,1.2019660004729131,-0.8275407658843682,0.4203585794912337,0.9709452219668305,-4.5998049488376385
Q2KHR3,-0.4157362934933455,3.2244463899737608,-0.827155723405135,0.42057029536294566,0.9709452219668305,-4.599814167092805
Q9Y2T1,-0.3956266977186975,2.242977400086681,-0.8265001050366839,0.4209309457458267,0.9709452219668305,-4.599829854929042
Q16513,0.5764994943062207,-2.072904116053191,0.8264865752178427,0.4209383904888493,0.9709452219668305,-4.599830178565264
E9PEJ6,-0.5179100888251886,4.496569302043358,-0.825104645553768,0.4216992401672376,0.9709452219668305,-4.599863211309018
Q86US8,-0.43040846245789965,1.9184635240928458,-0.8250917348610494,0.42170635258673805,0.9709452219668305,-4.5998635196999835
A0A075B7B8,0.501995807002932,-5.604878045178864,0.8243664555097415,0.4221060284717567,0.9709452219668305,-4.599880837590564
P02042,-0.37304817906334886,4.324020694995878,-0.8240947553251942,0.4222558156215711,0.9709452219668305,-4.599887321845739
Q5T7B8,-0.3876718513052946,-1.2803868337121382,-0.8236935086435657,0.42247708374894777,0.9709452219668305,-4.599896894521315
E9PE85,-0.4620175490055053,0.37325705589602104,-0.823478221428238,0.4225958349737342,0.9709452219668305,-4.599902029092857
A0A590UJK7,-0.5990430809330228,0.4866459794961604,-0.8233179259506526,0.42268426700709083,0.9709452219668305,-4.599905851389645
J3KTA4,-0.6293411674494487,-4.292087837866611,-0.8229108334390843,0.4229089058663089,0.9709452219668305,-4.59991555584266
P31939,-0.40181045203746724,3.4603820067315314,-0.8220902900189487,0.4233619254885268,0.9709452219668305,-4.599935104117966
Q9C009,-0.48851138347565026,1.4644072935123758,-0.8218330694808439,0.4235040003807734,0.9709452219668305,-4.599941228670009
Q8N163,-0.4682629328691068,1.573897610053971,-0.8203316810595588,0.4243338983614585,0.9709452219668305,-4.599976945473649
A0A0A0MT26,-0.6838590962440483,-1.383119924123798,-0.8200411518806734,0.4244946099191258,0.9709452219668305,-4.599983850609236
Q9P206,-0.4252703206765487,2.418415195215619,-0.8198871412495201,0.42457981957349844,0.9709452219668305,-4.599987510217096
G3V563,0.7329422155865757,-6.269979140684054,0.8195446364755238,0.42476935696458573,0.9709452219668305,-4.5999956467672005
Q9BYV9,-0.36542576398417914,4.111520643537832,-0.8190363802414045,0.4250507189510573,0.9709452219668305,-4.600007715661882
A0A7P0T9P8,-0.5069378878536936,-0.5504429614516924,-0.8187661449536351,0.42520036526452987,0.9709452219668305,-4.600014130030047
K7ES26,-0.47229506292381473,-0.6062889008603923,-0.8182293503503504,0.4254977224733629,0.9709452219668305,-4.600026866249736
C9IYG9,-0.3255519158204554,2.45459089442875,-0.8178608804176982,0.42570191342455854,0.9709452219668305,-4.60003560467251
Q9BXU9,0.9819193738199612,-5.948326450563075,0.8178385470293565,0.4257142916923633,0.9709452219668305,-4.60003613421233
E9PFT6,-0.365888179961515,4.56925630058336,-0.8178015703270912,0.42573478651572383,0.9709452219668305,-4.60003701092842
Q9BW62,-0.3859365586094824,-0.3799962652297489,-0.8166361479947581,0.4263810611637071,0.9709452219668305,-4.600064626006221
K7EJL0,-0.3960288515717374,2.7318580694384624,-0.8161791582446702,0.4266346521875519,0.9709452219668305,-4.600075445515621
Q8IWG1,-0.9037424500207378,-3.6429844627624908,-0.8159935163407454,0.42673769546503404,0.9709452219668305,-4.600079839248658
F5H538,-0.4574938965359865,1.0707325075006975,-0.8154799624946256,0.42702283408887176,0.9709452219668305,-4.600091989561515
Q8NAB2,-0.47123508097893363,-1.855572699717119,-0.8153130977925863,0.4271155080044925,0.9709452219668305,-4.600095936077683
D6W5U7,-0.3866041425989448,3.45559965731908,-0.8149882740721139,0.42729594666936643,0.9709452219668305,-4.600103616537162
G8JL96,-0.4583579566247913,3.71447884627421,-0.8136687230039014,0.4280294548701016,0.9709452219668305,-4.600134790903422
Q8N9B5,-0.4444607623858415,0.056356345872094704,-0.8126632804410557,0.4285888972638662,0.9709452219668305,-4.600158515973263
A0A7I2V2R3,-0.3834079458048332,2.36561909771738,-0.8126248360639446,0.42861029752318214,0.9709452219668305,-4.600159422642184
A0A0J9YVY3,0.7833522438264446,-2.514969150505855,0.8121888172737346,0.42885305737709245,0.9709452219668305,-4.600169703148945
H0YBT0,-0.53366628098688,-2.278312657110254,-0.8108356419581694,0.4296070164411232,0.9709452219668305,-4.600201578946931
Q8N1W1,-0.5346054313535862,-0.4332002743576228,-0.8106152107364715,0.42972991584793474,0.9709452219668305,-4.600206767255577
Q5TB80,-0.41257841151799646,2.064834367550897,-0.8105757581486654,0.429751914642457,0.9709452219668305,-4.6002076957293285
K7EMK2,0.4236132787014677,-0.18020582426322992,0.8097526429362704,0.4302110481546323,0.9709452219668305,-4.600227058178539
Q9H0R5,-0.3881290716764052,1.7489402196585029,-0.8092147671409629,0.43051124404781194,0.9709452219668305,-4.600239701889278
F5H1Y0,-0.4028853630834561,4.396232377823428,-0.8087615778791949,0.4307642788120727,0.9709452219668305,-4.600250349405235
A0A0C4DGH6,-0.7137743795496854,-4.040182454867993,-0.8082816856211268,0.43103232625310617,0.9709452219668305,-4.600261618823459
Q7Z3J3,-0.32430680697148273,1.071039801213173,-0.807705193060063,0.431354470941695,0.9709452219668305,-4.600275149279952
Q38SD2,-0.681782396296005,-3.837573633053654,-0.8074221329887697,0.4315127013186131,0.9709452219668305,-4.6002817898096495
P25311,-0.46090857259908163,-0.21607527752111713,-0.8066532502917114,0.43194269263071894,0.9709452219668305,-4.600299817737213
B7ZKJ3,-0.5039295356933238,-2.1442594019120156,-0.8060889734150262,0.4322584331952317,0.9709452219668305,-4.60031303907963
A0A087WYS3,-0.47132087132262235,-0.8299960669804357,-0.8058596465551521,0.4323867947476051,0.9709452219668305,-4.600318410115348
A0A1B0GUN9,-0.47672626497370274,-1.2266611057827996,-0.8054731915556547,0.4326031607555899,0.9709452219668305,-4.600327458314476
A0A2R8Y718,-0.3863529825130514,1.4118739575228718,-0.8048747628816952,0.43293834103300266,0.9709452219668305,-4.600341462301893
Q96N67,-0.427513544258983,1.8084938643840478,-0.8041028246969038,0.4333709477422014,0.9709452219668305,-4.600359513664696
A0A3B3ISR2,-0.43926141980712785,1.1567511307544918,-0.8030780068748651,0.433945696308478,0.9709452219668305,-4.600383455901091
Q8NE09,-0.4908675985320843,-0.10842775532895502,-0.803058359414259,0.43395671991791374,0.9709452219668305,-4.600383914661785
Q6P0N6,0.4202110469022362,-1.245904043007397,0.8029994932647966,0.4339897490383978,0.9709452219668305,-4.600385289107155
F8W6X9,-0.4028803995995649,1.5053712802205403,-0.8007348867871107,0.43526160462928,0.9709452219668305,-4.60043810001977
A0A494C0S9,-0.4303639643608822,-1.1039210635018233,-0.7989988617471981,0.4362381942119664,0.9709452219668305,-4.60047849900294
A0A087WXX8,-0.344477133369252,5.266109186922842,-0.7988089253726889,0.43634512579085827,0.9709452219668305,-4.6004829145071735
C9J2Q6,-0.6732957771982369,-5.460701902337331,-0.7982688464466304,0.43664927345900895,0.9709452219668305,-4.600495465022059
A0A2U3TZM0,-0.44744476012746215,-0.31190046238164054,-0.7980633325531045,0.4367650446708309,0.9709452219668305,-4.600500238929196
M0QYS4,-0.42213538433524445,-3.2150498672928185,-0.797485878112244,0.43709044336785796,0.9709452219668305,-4.60051364712215
X6R8W7,-0.48583921185236045,3.359067219865639,-0.797478513707231,0.4370945942394949,0.9709452219668305,-4.600513818066788
Q9Y2F9,-0.3874740616677259,1.7981812589071404,-0.7967474047723002,0.4375068003610425,0.9709452219668305,-4.600530782122983
S4R322,-0.520979879176261,-0.23157689776122795,-0.7963153917756147,0.43775048879630307,0.9709452219668305,-4.600540800010234
P49796,-0.40683260210260896,-0.005699057944045409,-0.7956928054556808,0.4381018259848398,0.9709452219668305,-4.600555228983006
Q92771,-0.4357956533499694,0.9492172522618929,-0.7956375151292344,0.4381330359644773,0.9709452219668305,-4.600556509921796
P98169,-0.4416342426261095,2.3759663411868415,-0.7953797003186776,0.43827858438715983,0.9709452219668305,-4.600562481851839
C9J6L4,0.5827868212197089,-1.197919652464201,0.7945964185181001,0.4387209705266377,0.9709452219668305,-4.600580615454535
Q96NH3,-0.34058203572124723,2.230520591122203,-0.7945632112062337,0.43873973175622594,0.9709452219668305,-4.6005813838960234
I3L4N7,-0.4390946697849656,-1.2433284419846153,-0.7938198730157848,0.43915983013565485,0.9709452219668305,-4.600598578162867
Q03112,-0.4502697554788392,-1.1078135031302874,-0.7928703349301106,0.43969683146778005,0.9709452219668305,-4.600620522228466
Q86UF2,-0.40596464686218425,-0.02745357660341605,-0.7927749246065576,0.43975081265125326,0.9709452219668305,-4.600622725954094
A0A8I5QKM0,1.1081395103114682,-7.588976960127768,0.7920754341524793,0.44014669738925605,0.9709452219668305,-4.600638875461377
C9JLM5,-0.46857591863015813,1.3110785778309033,-0.7920196625571144,0.4401782716314624,0.9709452219668305,-4.600640162569373
H7C0N0,-0.4311676530180899,-1.690572031303929,-0.7919591417869539,0.44021253616093314,0.9709452219668305,-4.600641559192803
H3BTJ0,-0.4913336415349612,3.6197907369353914,-0.7917379083884863,0.4403378042859297,0.9709452219668305,-4.600646663773045
A0A0A0MRJ3,-0.3944260281653911,2.2367350043040433,-0.7908007121931175,0.4408687181654761,0.9709452219668305,-4.600668274543502
A0A0J9YXQ8,-0.4705460598960507,-1.1063427225607414,-0.790281462959855,0.4411630419187341,0.9709452219668305,-4.600680238539814
O95988,1.0705581679310714,-4.4671031776123895,0.790176558341405,0.44122251954811176,0.9709452219668305,-4.600682654832113
A0A1W2PRI9,-0.409276083162724,4.389899188014725,-0.7896868792390648,0.44150021896838976,0.9709452219668305,-4.600693930121666
Q9UIF8,-0.5656895356213005,-1.5845876616787837,-0.7874852934106538,0.44275010645522994,0.9709452219668305,-4.60074455021121
Q99459,-0.37650964677498056,1.0126606713324757,-0.7874271133812158,0.4427831666146843,0.9709452219668305,-4.600745886290394
Q9H8M5,-0.42102854841289794,2.545592069308993,-0.7867542624467972,0.4431656193357465,0.9709452219668305,-4.600761331924383
Q96GN5,-0.4442949119127705,0.939959107278388,-0.7865254737903787,0.4432957114726226,0.9709452219668305,-4.6007665813266305
F8W031,-0.4578535500134059,-1.007397753078227,-0.7860655099649304,0.44355732525271574,0.9709452219668305,-4.600777130959685
M0R2Z9,-0.48588589685879047,-1.0118792833810555,-0.7858573795572605,0.44367573547528805,0.9709452219668305,-4.600781902870144
P05156,-0.365535796540323,2.3013159046452207,-0.7857530539085901,0.4437350962185287,0.9709452219668305,-4.600784294392376
Q9H3S7,-0.3975979091039421,1.8323496079474173,-0.7857180830332199,0.4437549955765643,0.9709452219668305,-4.600785095991236
P48200,-0.37982739508012386,2.8707920165524636,-0.7853332919006103,0.4439739889183689,0.9709452219668305,-4.600793914130681
Q96MW7,-0.4547571907338974,0.546611226180106,-0.7851970757344028,0.4440515288575634,0.9709452219668305,-4.6007970348738585
Q9H0X9,-0.3320843182519253,6.196295533272589,-0.7836272091268085,0.44494577517353084,0.9709452219668305,-4.600832967625712
P40145,-0.43720015456341443,1.1570160555857514,-0.7831926965848661,0.44519348658239655,0.9709452219668305,-4.600842902388061
Q14289,-0.43422018396276885,3.7611407893654736,-0.7830859316782893,0.4452543654362403,0.9709452219668305,-4.600845342759497
Q14432,-0.3985502639343119,0.05191742114900765,-0.7824573224468772,0.4456129129319114,0.9709452219668305,-4.600859705406639
A0A0D9SGE8,-0.5045145288416496,-1.2076925193681907,-0.7824099806019976,0.4456399231894421,0.9709452219668305,-4.600860786689176
Q96NG3,-0.4204953735289334,-2.363802447817779,-0.7822222150280017,0.445747060418618,0.9709452219668305,-4.600865074685468
Q9UKN8,-0.42823269437400324,1.0488579215088147,-0.7821698912053212,0.44577691875878345,0.9709452219668305,-4.600866269446721
Q8WYB5,-0.3667619511740243,4.001992161047802,-0.7816679904735246,0.44606338957723835,0.9709452219668305,-4.600877726380498
A0A2R8Y840,-0.34743798169611406,0.1098355961244386,-0.7816583702830892,0.44606888163558545,0.9709452219668305,-4.600877945920265
Q8NDV3,-0.7820030308291082,-3.9089076668602214,-0.7814666622776605,0.44617833439350396,0.9709452219668305,-4.600882320356878
V9GZ54,-0.5394778763356276,-1.6353793787457707,-0.781461209884429,0.44618144759972433,0.9709452219668305,-4.60088244475745
B9ZVR7,-0.4699979335547795,1.7457730813993353,-0.781101587692486,0.44638681458508944,0.9709452219668305,-4.600890648182885
Q5T0I0,0.27067761459118955,1.007089477306631,0.7804257654727921,0.446772911583146,0.9709452219668305,-4.600906055814016
A0A3B3ISF6,-0.4485163784720546,0.49040892122233615,-0.7802694574084532,0.44686224002823494,0.9709452219668305,-4.600909617761166
H7C209,-0.49117770200940064,-0.36761842779639675,-0.7799180069419214,0.4470631310867268,0.9709452219668305,-4.600917624390719
D6RAX7,-0.3057675523957859,3.0734258963084407,-0.7796550891245816,0.44721345326361106,0.9709452219668305,-4.600923612087372
H3BRN5,-0.3133119670360043,2.333130159136473,-0.7793385745840447,0.44739446101118463,0.9709452219668305,-4.600930818113312
O42043,-0.2920694032855149,2.515226807812134,-0.7776753094940686,0.4483463974302089,0.9709452219668305,-4.600968644327501
A0A1B0GTW6,-0.4511405008473831,-0.24321399766225793,-0.7768660969195705,0.44880999044411063,0.9709452219668305,-4.6009870226162555
A0A1D5RMU6,-0.47413825749369104,0.05256286197457748,-0.7761064180460429,0.4492454776758974,0.9709452219668305,-4.6010042610624104
E9PJV4,-0.3697388725287891,4.025501187216361,-0.7756611442794953,0.4495008539474452,0.9709452219668305,-4.601014358409952
H0YDQ4,-0.5356637845872623,1.5610231686684264,-0.7751532114924105,0.4497922771721109,0.9709452219668305,-4.601025870614552
F5GYE8,-1.4897152875638424,-7.379898141308242,-0.7749093079406002,0.4499322570802441,0.9709452219668305,-4.601031396354719
A0A0A0MRM2,-0.4164065320667434,3.1963475966290984,-0.7747745138109772,0.4500096290848411,0.9709452219668305,-4.601034449536378
A6NK53,-0.8137420996663653,-3.660684258515225,-0.7738675894547787,0.45053042006657695,0.9709452219668305,-4.601054980208085
A0A6Q8PGS3,-0.3329583819433162,2.3839241622597878,-0.773512103737537,0.4507346559072374,0.9709452219668305,-4.601063021975805
H0YGY9,-0.35327534616208256,2.1740167786089044,-0.773220930164135,0.45090198561751427,0.9709452219668305,-4.601069606526199
Q9C0C2,-0.6276490708454925,-1.5622429516435308,-0.7725625972024428,0.45128045438817965,0.9709452219668305,-4.601084486142278
Q92833,-0.30646100764777007,4.914523585048965,-0.7715094515064299,0.4518863071651268,0.9709452219668305,-4.601108266756376
Q69YN4,-0.4350395577083548,3.4080732946908863,-0.7711506018318409,0.4520928612081805,0.9709452219668305,-4.601116363440941
C9JXK0,-0.38919461351583107,0.3118941536879429,-0.7711438552900532,0.45209674508199904,0.9709452219668305,-4.601116515631526
Q3V6T2,-0.4231901093773909,2.103118988493598,-0.7711373060116292,0.4521005154143344,0.9709452219668305,-4.601116663371095
B1AKL4,-0.48689376726276445,-1.2657017489432838,-0.7711229897783008,0.45210875714708976,0.9709452219668305,-4.601116986315013
P35858,-0.40246495288854434,0.8826295846410451,-0.77105784315245,0.45214626267861036,0.9709452219668305,-4.6011184558201865
F8WF52,-0.7837190645583734,-6.5407398555199,-0.7709252408120947,0.45222260907119516,0.9709452219668305,-4.601121446588141
A0A0A6YYG7,-0.31803282322071147,1.7824276663244216,-0.7707612643159989,0.452317030337543,0.9709452219668305,-4.601125144372927
A0A1B0GV68,-0.40225428815533326,1.3097384625238697,-0.7706522941346008,0.4523797845258587,0.9709452219668305,-4.601127601354425
Q7Z6M3,-0.3570945488461703,3.4742044409779376,-0.7699600459252254,0.4527785653674703,0.9709452219668305,-4.601143202724999
E9PD35,0.3264752017853052,4.982333689827124,0.767944635631022,0.4539408159005526,0.9709452219668305,-4.601188556154233
Q06203,-0.9936460895992667,-4.264143426846392,-0.7676495889411744,0.45411111888782274,0.9709452219668305,-4.60119518713864
A0A7P0TB69,1.0738499252691387,-10.618792245293818,0.7674086377862824,0.4542502268978098,0.9709452219668305,-4.601200600740701
Q96GS4,-0.6073599907498473,-4.568065829727679,-0.7670937213397704,0.45443207695345555,0.9709452219668305,-4.601207673971579
X6R8S9,-0.8936197057426059,-5.841987459306924,-0.765928881807084,0.4551051107182408,0.9709452219668305,-4.601233815402265
G3V380,-0.536814160343919,0.7540617891218566,-0.7657057989976668,0.4552340762463618,0.9709452219668305,-4.601238817959009
Q86XL3,-0.3936076855121001,-0.5885653354534227,-0.7650352842227798,0.4556218409064773,0.9709452219668305,-4.601253846501169
Q7Z5M8,-0.4374423897565858,1.5434276720864963,-0.7647914851842914,0.4557628826447785,0.9709452219668305,-4.601259308075768
D6RAA5,-0.43442246026001485,-0.9540323003034074,-0.7637414731895699,0.4563706399923112,0.9709452219668305,-4.601282813321751
Q6GZ69,-0.38050033290921764,-0.11273358513222775,-0.7631564489702519,0.4567094747569084,0.9709452219668305,-4.601295897468285
O94973,-0.40386561382240105,2.111507944180963,-0.7625761813920855,0.4570457078802964,0.9709452219668305,-4.601308866726905
O60264,-0.3696120042922947,0.04486629948982977,-0.7624748153134396,0.45710445960690493,0.9709452219668305,-4.601311131438079
M0QYY8,-0.3611523793901892,2.418427153956854,-0.7624016378275058,0.4571468761349563,0.9709452219668305,-4.601312766201709
A0A0G2JMX7,-0.3828729437759524,2.45015105894554,-0.7614176460672324,0.4577174719301851,0.9709452219668305,-4.60133473519727
A0A2R8YCJ1,-0.3530440411914799,1.7807889684413671,-0.76069311560819,0.45813789212849043,0.9709452219668305,-4.60135089577008
B7Z6D5,0.7307111559445953,-3.57385381266833,0.7598494483393949,0.458627742985372,0.9709452219668305,-4.6013696970102655
A6NNM3,-0.437354955380556,1.3719762121897343,-0.7595583470398118,0.4587968372821474,0.9709452219668305,-4.601376180079733
Q9UFD9,-0.4373549553150379,-0.07324603791920922,-0.7595583469039797,0.45879683736105825,0.9709452219668305,-4.601376180082755
F8VVB8,-0.6825611627986463,-3.552956747403187,-0.7593408909703886,0.45892317773109026,0.9709452219668305,-4.601381021614342
E9PCP1,-0.5554698628543524,-0.8235465794407895,-0.7588783541858568,0.4591919795451289,0.9709452219668305,-4.60139131576515
F5GXQ8,-0.4963252289098916,-2.027089689306926,-0.7581613658628554,0.4596088464627721,0.9709452219668305,-4.601407262286925
P02743,-0.7054139274158939,-3.7586990712984143,-0.757415946212192,0.46004249036786937,0.9709452219668305,-4.601423827396715
Q8TF21,-0.41938683987462255,-0.06284102242424662,-0.7571531661018974,0.46019542121728474,0.9709452219668305,-4.601429663691832
P35968,-0.44809823315886543,-1.022860514651277,-0.756944837492546,0.460316684974037,0.9709452219668305,-4.601434289390802
P98174,-0.42548285131040775,-0.4888088404856644,-0.7569242976101077,0.4603286418759839,0.9709452219668305,-4.6014347453961015
E9PIN0,-0.43496076533357586,-0.3617117503356781,-0.7568884127319397,0.4603495320331995,0.9709452219668305,-4.6014355420496145
A0A087WSZ2,-0.3782496209355759,2.1458822558095045,-0.7568463241793432,0.460374034362688,0.9709452219668305,-4.601436476384858
A0A1B0GV02,-0.45958666798424397,0.23812042106781803,-0.7566161376129945,0.4605080542601332,0.9709452219668305,-4.601441585567826
Q96GM8,-0.3760339247173339,2.1753179257592077,-0.7566080433065407,0.46051276738702207,0.9709452219668305,-4.60144176520336
E5RJ17,-0.3188864503635176,3.268786204925473,-0.7564520704107911,0.4606035925714236,0.9709452219668305,-4.601445226359544
A0A0A0MTJ0,-0.42966026381287836,5.011165837060893,-0.7563633004929636,0.4606552894394438,0.9709452219668305,-4.601447195956606
A0A3B3ITK0,-0.4000104772095985,-1.7660745822418296,-0.7561367553472319,0.4607872385071493,0.9709452219668305,-4.6014522215618845
Q13625,-0.4593802219890168,-0.010938597676417588,-0.7560672980490227,0.4608276978977509,0.9709452219668305,-4.601453762120763
A0A2R8YDH4,-0.6792193923649017,-4.15614560511897,-0.7555081272074453,0.4611534984976603,0.9709452219668305,-4.601466160057353
A0A0D9SFL5,-0.541120857408347,-0.13759396955013378,-0.7543505740119633,0.4618283952622363,0.9709452219668305,-4.601491800215713
Q8N2N9,-0.4067739723185184,2.7236897142630148,-0.7536524570365775,0.4622357161420898,0.9709452219668305,-4.601507247341934
A0A087X0K9,-0.39262555810696265,4.021349476635597,-0.7525451365637348,0.462882240795783,0.9709452219668305,-4.601531723559533
A0A8I5KX78,-0.9125973081821634,-1.9640669640756239,-0.7517504791079408,0.46334655382424317,0.9709452219668305,-4.601549269541942
Q9HB14,-0.9883611128632364,-7.897019183442685,-0.7512786569033635,0.4636223711776313,0.9709452219668305,-4.6015596797772
A0A0B4J1Y2,-0.8852281554126247,-3.9987232625391558,-0.7507454243800697,0.4639342085779261,0.9709452219668305,-4.601571438174361
P00367,0.4943271462225761,-1.2028654474502238,0.7505723214500545,0.46403546772135384,0.9709452219668305,-4.601575253746045
E9PEB5,-0.33994835782400745,4.850647416583853,-0.7502048633327235,0.46425046261412994,0.9709452219668305,-4.6015833508188875
