Protein,Coefficient (Original),Bootstrapped Mean,95% CI Lower,95% CI Upper,Selection Frequency (%),Significant CI
H3BV39,-0.08010454005599082,-0.05075563071827206,-0.10847751729187347,0.0,85.39999999999999,False
A0A7I2V4H6,-0.07235186023896446,-0.04747399760741383,-0.08960405867865316,0.0,91.2,False
A0A1B0GW24,-0.06787785782113369,-0.042604835565137784,-0.07197250559734683,-0.008034324113173086,99.6,True
D6RA66,-0.06770013390055668,-0.04058085995852186,-0.0727824417520954,0.0,96.39999999999999,False
Q8TDI0,0.06558341067204936,0.041447418738281123,0.003906632038959329,0.0746891059406951,98.0,True
O95395,-0.06353105426384496,-0.03809234984350482,-0.0771447558361846,0.0,91.8,False
A0A2R8Y4T1,-0.06240159414431634,-0.03477892894021949,-0.09775963372975602,0.0,84.8,False
Q12851,-0.061625352237448444,-0.03781372854311894,-0.07743439528542562,0.0,90.8,False
O43861,-0.06152352204224104,-0.038073622000591764,-0.07794787289723162,0.0,92.4,False
A0A075B6K0,-0.05925954389962043,-0.03578521190223402,-0.06921032179396121,0.0,96.8,False
M0QX43,-0.05874471701456385,-0.03793839407156791,-0.08190204521055457,0.0,83.6,False
Q16832,-0.05757954510457992,-0.03398372415359208,-0.06316185521470048,0.0,94.39999999999999,False
Q14161,-0.05417875970716343,-0.03008829195235037,-0.08872669053289704,0.0,76.2,False
Q15293,-0.05334433146553075,-0.03127177266163743,-0.07252347119688264,0.0,92.60000000000001,False
P07358,-0.05079037826957477,-0.0288073335923955,-0.07274578403822102,0.0,85.39999999999999,False
E7EQ06,-0.047893821928729194,-0.027397665155530774,-0.0882908812953546,0.0,65.60000000000001,False
Q9H8N7,-0.04783296866746982,-0.028124035829722234,-0.05838470628776067,0.0,94.19999999999999,False
Q58EX7,-0.04733044507202001,-0.026465018388923525,-0.07343595051107096,0.0,75.6,False
P01031,-0.046733956138783894,-0.02694665345628326,-0.08208884846493644,0.0,76.6,False
