Protein,Coefficient (Original),Bootstrapped Mean,95% CI Lower,95% CI Upper,Selection Frequency (%),Significant CI
A0A2R8Y5G6,-0.46646285403919563,-0.08273666065776952,-0.5370467850529063,0.0,32.2,False
A0A0U1RR22,-0.34494822990488516,-0.07378597932866797,-0.5723925647689694,0.0,27.800000000000004,False
O14795,-0.24196286906036046,-0.07023651338021711,-0.6196488362888709,0.0,25.8,False
O75534,0.10609981372338428,0.028184705729922124,0.0,0.30743961541642384,13.200000000000001,False
A0A805TBS0,0.005850688957447702,0.0373057039828053,0.0,0.46050201417391035,13.0,False
