Protein,Coefficient (Original),Bootstrapped Mean,95% CI Lower,95% CI Upper,Selection Frequency (%),Significant CI
Q8WZ74,0.28457174237192234,0.09091130671044868,0.0,0.2963812286976576,67.60000000000001,False
C9JCM2,0.19888312644971456,0.06338289706263371,0.0,0.27801989304286373,53.2,False
A0A2R8Y5G6,-0.17459309384438518,-0.08052943944066568,-0.3424240817852185,0.0,55.00000000000001,False
A0A8I5KX78,-0.17329954437067813,-0.06326161540715125,-0.2970260578239446,0.0,50.0,False
Q86UP2,0.15793774343099928,0.03907909077357049,0.0,0.17403755988848055,46.800000000000004,False
A0A804HKG3,-0.11851884208071475,-0.03465384840106338,-0.2115963184927692,0.0,41.199999999999996,False
G3V256,0.11035620104543664,0.042667520711633905,0.0,0.20667884966820915,43.6,False
A0A286YFJ8,0.10777217112504489,0.03775841776581146,0.0,0.21314543147169518,39.0,False
B7Z7Q6,-0.09083297816173745,-0.02102216470570759,-0.14924629436024367,0.0,29.4,False
Q3V6T2,0.08448493744175532,0.03170437038733688,0.0,0.22575787848951454,32.6,False
F5GWQ8,-0.08435963409963608,-0.03604148608337688,-0.23493587620731413,0.0,37.6,False
P14920,-0.07042573977972195,-0.025349874625555876,-0.18029054559407243,0.0,30.0,False
A0A0A0MR80,-0.05923603383587032,-0.03431837733576863,-0.20545084429859167,0.0,31.8,False
P49419,-0.05797006420124562,-0.025123849223537387,-0.20606983088918956,0.0,26.0,False
F2Z3A4,0.05361392959632879,0.0228550948269981,0.0,0.20667582431691003,24.8,False
O75051,0.05154783818140561,0.025441908963163642,0.0,0.2223861095202748,24.6,False
A0A0D9SGH0,0.051168476074680475,0.018146095176354158,0.0,0.1542252855815768,22.6,False
E9PKR9,-0.05083200833661288,-0.021775240787687656,-0.16997242627300177,0.0,23.599999999999998,False
Q96KN4,-0.0338577673965283,-0.02262765349359297,-0.19884789649884252,0.0,21.0,False
E7EW00,-0.029885827328534037,-0.018775381788547124,-0.12957319911509874,0.0,28.799999999999997,False
Q06203,-0.023654847194521492,-0.00944346824250454,-0.09245331539000717,0.0,17.8,False
Q9H875,-0.023479906488200426,-0.016096785722483995,-0.13670705587362245,0.0,20.599999999999998,False
Q9P2D3,0.02294299199954586,0.018479010709667284,0.0,0.20019032661188016,17.0,False
Q9NZB8,0.02095312579350711,0.026755755654328143,0.0,0.24829288768358082,22.8,False
P51508,-0.01256405128176211,-0.012039423074413993,-0.14381658069377645,0.0,14.399999999999999,False
