Protein,Coefficient (Original),Bootstrapped Mean,95% CI Lower,95% CI Upper,Selection Frequency (%),Significant CI
Q9Y2H1,0.20873475986480303,0.06614652225759732,0.0,0.34781035298371826,49.0,False
Q8WXU2,0.14606329468721527,0.041736744154774005,0.0,0.24059939836625835,41.199999999999996,False
M0R1U0,-0.14426993405126468,-0.06027305557471272,-0.31817396779430374,0.0,45.6,False
A0A075B6H9,-0.1416301180119258,-0.035368288220485634,-0.24672268576420045,0.0,32.4,False
G3V256,0.13301077926616162,0.039930066972701656,0.0,0.23003343441874222,40.6,False
O14757,-0.12843817754224082,-0.03492567147872536,-0.2814987528874393,0.0,27.200000000000003,False
Q06203,-0.11669649307374659,-0.028292667028331088,-0.1838257389899844,0.0,30.8,False
P04433,0.11333140268606168,0.025052500600658247,0.0,0.22418057355726884,25.4,False
B8ZZQ2,0.11188166576076884,0.03709060434194514,0.0,0.22972258802603734,36.6,False
P19438,-0.10536256597131798,-0.04057448562414598,-0.2586163047613436,0.0,35.8,False
O60296,-0.0988828159961499,-0.040592249584162396,-0.26740891562049907,0.0,39.4,False
A0A286YFJ8,0.09869183819368998,0.026848921164033913,0.0,0.17075361265564407,32.2,False
A0A7I2V554,-0.09731421984406521,-0.028193547665585298,-0.2070948488044709,0.0,30.4,False
E7EWD5,-0.09468685928914392,-0.04011316939402864,-0.258347457427244,0.0,35.199999999999996,False
A0A2R8Y812,-0.06455469168751121,-0.03555458224288276,-0.2541566034687581,0.0,31.4,False
H0YNC1,-0.06182315377007093,-0.026485322885556817,-0.1734766440097164,0.0,30.599999999999998,False
M0R165,-0.05476958943826198,-0.03333161302972581,-0.20996374591909409,0.0,30.8,False
P52701,-0.051083229741964505,-0.01731315551059643,-0.15165345069037328,0.0,22.400000000000002,False
A0A0U1RR22,-0.04505715785473423,-0.021291221054025655,-0.18055383436230749,0.0,21.6,False
Q9UKJ3,-0.04459172093321006,-0.01906955410320406,-0.15252106676051586,0.0,26.400000000000002,False
P01699,0.042492055620802285,0.02515228318065177,0.0,0.20742942106090226,24.6,False
Q92624,0.0315739010147368,0.028487135124954134,0.0,0.23029779061049763,26.8,False
A0A2R8Y5E0,-0.025332056154770664,-0.010784110547271296,-0.1119131117387269,0.0,15.6,False
A0A8I5KX78,-0.022814360319950235,-0.02621648951206576,-0.20077378274348212,0.0,26.200000000000003,False
Q16821,0.017992592306003443,0.018972038967880907,0.0,0.224354446485158,18.0,False
P86452,-0.014842574928769765,-0.012483900304955657,-0.1494194566393905,0.0,12.8,False
